# gapseq version: 1.2 54b56c7c
# Sequence DB md5sum:  (, Bacteria)
# Genome format: nucl
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|PWY-6583|	pyruvate fermentation to butanol I	false	0	7	0	0	
|PWY-6585|	2-methylketone biosynthesis	false	0	6	0	0	
|PWY-6587|	pyruvate fermentation to ethanol III	false	0	3	0	0	
|PWY-6588|	pyruvate fermentation to acetone	false	0	5	0	0	
|PWY-6591|	manganese oxidation I	false	0	2	0	0	
|PWY-6592|	manganese oxidation II	false	0	2	0	0	
|PWY-6593|	sulfoacetate degradation	false	0	2	0	0	
|PWY-6596|	adenosine nucleotides degradation I	false	0	8	0	0	
|PWY-6598|	sciadonate biosynthesis	false	0	5	0	0	
|PWY-6599|	guanine and guanosine salvage II	false	0	2	0	0	
|PWY-6602|	naringenin C-glucosylation	false	0	4	0	0	
|PWY-6603|	dicranin biosynthesis	false	0	4	0	0	
|PWY-6605|	adenine and adenosine salvage II	false	0	2	0	0	
|PWY-6606|	guanosine nucleotides degradation II	false	0	4	0	0	
|PWY-6607|	guanosine nucleotides degradation I	false	0	4	0	0	
|PWY-6608|	guanosine nucleotides degradation III	false	0	4	0	0	
|PWY-6609|	adenine and adenosine salvage III	false	0	4	0	0	
|PWY-6610|	adenine salvage	false	0	3	0	0	
|PWY-6611|	adenine and adenosine salvage V	false	0	3	0	0	
|PWY-6613|	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate	false	0	1	0	0	
|PWY-6614|	tetrahydrofolate biosynthesis	false	66	1	0	0	DIHYDROFOLATESYNTH-RXN DIHYDROFOLATEREDUCT-RXN 
|PWY66-161|	ethanol degradation III	false	0	3	0	0	
|PWY66-162|	ethanol degradation IV	false	0	3	0	0	
|PWY-6616|	sulfolactate degradation I	false	0	3	0	0	
|PWY-6617|	adenosine nucleotides degradation III	false	0	1	0	0	
|PWY-6618|	guanine and guanosine salvage III	false	0	1	0	0	
|PWY-6619|	adenine and adenosine salvage VI	false	0	1	0	0	
|PWY66-201|	nicotine degradation IV	false	0	16	0	0	
|PWY-6620|	guanine and guanosine salvage	false	0	2	0	0	
|PWY66-21|	ethanol degradation II	false	0	3	0	0	
|PWY66-221|	nicotine degradation V	false	0	18	0	0	
|PWY-6622|	heptadecane biosynthesis	false	0	3	0	0	
|PWY-6623|	salicylate glucosides biosynthesis II	false	0	2	0	0	
|PWY66-241|	bupropion degradation	false	0	5	0	0	
|PWY-6624|	salicylate glucosides biosynthesis III	false	0	1	0	0	
|PWY-6626|	cytidine-5'-diphosphate-glycerol biosynthesis	false	0	4	0	0	
|PWY-6627|	salinosporamide A biosynthesis	false	7	13	0	0	CHORISMATEMUT-RXN 
|PWY66-301|	catecholamine biosynthesis	false	0	4	0	0	
|PWY-6631|	tricetin methylation	false	0	2	0	0	
|PWY-6633|	caffeine degradation V (bacteria, via trimethylurate)	false	0	6	0	0	
|PWY-6634|	3-sulfopropanediol degradation	false	0	3	0	0	
|PWY66-366|	flavin salvage	false	0	2	0	0	
|PWY66-367|	ketogenesis	false	0	5	0	0	
|PWY66-368|	ketolysis	false	0	3	0	0	
|PWY-6636|	salicylate degradation III	false	0	1	0	0	
|PWY66-373|	sucrose degradation V (sucrose &alpha;-glucosidase)	false	20	4	0	0	3.2.1.48-RXN 
|PWY66-374|	C20 prostanoid biosynthesis	false	0	7	0	0	
|PWY66-375|	leukotriene biosynthesis	false	0	6	0	0	
|PWY66-377|	pregnenolone biosynthesis	false	0	3	0	0	
|PWY66-378|	androgen biosynthesis	false	0	6	0	0	
|PWY-6637|	sulfolactate degradation II	false	0	4	0	0	
|PWY66-380|	estradiol biosynthesis I (via estrone)	false	0	4	0	0	
|PWY66-381|	glucocorticoid biosynthesis	false	0	4	0	0	
|PWY66-382|	mineralocorticoid biosynthesis	false	0	5	0	0	
|PWY66-385|	dTMP de novo biosynthesis (mitochondrial)	false	33	2	0	0	DIHYDROFOLATEREDUCT-RXN 
|PWY66-387|	3-methyl-branched fatty acid &alpha;-oxidation	false	0	6	0	0	
|PWY66-388|	ceramide degradation by &alpha;-oxidation	false	0	7	0	0	
|PWY66-389|	phytol degradation	false	0	4	0	0	
|PWY-6638|	sulfolactate degradation III	false	0	3	0	0	
|PWY66-391|	fatty acid &beta;-oxidation VI (mammalian peroxisome)	false	0	7	0	0	
|PWY66-392|	lipoxin biosynthesis	false	0	8	0	0	
|PWY66-393|	15-epi-lipoxin biosynthesis	false	0	5	0	0	
|PWY66-394|	aspirin triggered resolvin E biosynthesis	false	0	5	0	0	
|PWY66-395|	aspirin triggered resolvin D biosynthesis	false	0	10	0	0	
|PWY66-397|	resolvin D biosynthesis	false	0	10	0	0	
|PWY66-398|	TCA cycle III (animals)	false	20	8	0	0	ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN 
|PWY66-399|	gluconeogenesis III	false	0	12	0	0	
|PWY-6640|	salicylate degradation IV	false	0	4	0	0	
|PWY66-420|	carnosine biosynthesis	false	0	1	0	0	
|PWY66-421|	homocarnosine biosynthesis	false	0	1	0	0	
|PWY66-423|	fructose 2,6-bisphosphate biosynthesis	false	0	2	0	0	
|PWY66-425|	L-lysine degradation II (L-pipecolate pathway)	false	0	8	0	0	
|PWY66-426|	hydrogen sulfide biosynthesis II (mammalian)	false	0	6	0	0	
|PWY66-428|	L-threonine degradation V	false	0	2	0	0	
|PWY66-429|	fatty acid biosynthesis initiation (mitochondria)	false	0	4	0	0	
|PWY-6642|	(R)-cysteate degradation	false	0	3	0	0	
|PWY66-430|	tetradecanoate biosynthesis (mitochondria)	false	0	25	0	0	
|PWY-6643|	coenzyme M biosynthesis II	false	0	6	0	0	
|PWY-6644|	fluoroacetate and fluorothreonine biosynthesis	false	0	6	0	0	
|PWY-6645|	labdane-type diterpenes biosynthesis	false	0	4	0	0	
|PWY-6646|	fluoroacetate degradation	false	0	1	0	0	
|PWY-6648|	rhamnolipid biosynthesis	false	0	3	0	0	
|PWY-6649|	glycolate and glyoxylate degradation III	false	0	2	0	0	
|PWY-6650|	juvenile hormone III biosynthesis II	false	0	5	0	0	
|PWY-6653|	ent -kaurene biosynthesis II	false	0	2	0	0	
|PWY-6654|	phosphopantothenate biosynthesis III (archaea)	false	0	4	0	0	
|PWY-6655|	xanthan biosynthesis	false	0	10	0	0	
|PWY-6657|	polyhydroxydecanoate biosynthesis	false	0	3	0	0	
|PWY-6658|	acetan biosynthesis	false	0	10	0	0	
|PWY-6659|	fusicoccin A biosynthesis	false	0	8	0	0	
|PWY-6660|	2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	false	0	8	0	0	
|PWY-6661|	4-hydroxy-2(1H)-quinolone biosynthesis	false	0	4	0	0	
|PWY-6664|	di-myo-inositol phosphate biosynthesis	false	0	4	0	0	
|PWY-6665|	pterostilbene biosynthesis	false	0	2	0	0	
|PWY6666-1|	anandamide degradation	false	0	1	0	0	
|PWY6666-2|	dopamine degradation	false	0	5	0	0	
|PWY-6666|	pyocyanin biosynthesis	false	0	2	0	0	
|PWY-6667|	resveratrol degradation	false	0	1	0	0	
|PWY-6668|	(E,E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene biosynthesis	false	0	2	0	0	
|PWY-6669|	&delta;-guaiene biosynthesis	false	0	2	0	0	
|PWY-6670|	citronellol degradation	false	0	4	0	0	
|PWY-6672|	cis-geranyl-CoA degradation	false	0	9	0	0	
|PWY-6673|	caffeoylglucarate biosynthesis	false	0	3	0	0	
|PWY-6675|	sulfur oxidation IV (intracellular sulfur)	false	0	6	0	0	
|PWY-6677|	thiosulfate oxidation IV (multienzyme complex)	false	0	3	0	0	
|PWY-6678|	geraniol and nerol degradation	false	0	5	0	0	
|PWY-6679|	jadomycin biosynthesis	false	0	7	0	0	
|PWY-6681|	neurosporaxanthin biosynthesis	false	0	7	0	0	
|PWY-6682|	dehydrophos biosynthesis	false	0	13	0	0	
|PWY-6683|	assimilatory sulfate reduction III	false	0	3	0	0	
|PWY-6684|	aromatic  glucosinolate activation	false	0	3	0	0	
|PWY-6685|	glucosylglycerate biosynthesis II	false	0	1	0	0	
|PWY-6686|	mannosylglucosylglycerate biosynthesis I	false	0	3	0	0	
|PWY-6687|	mannosylglucosylglycerate biosynthesis II	false	0	2	0	0	
|PWY-6688|	thyronamine and iodothyronamine metabolism	false	0	12	0	0	
|PWY-6689|	tRNA splicing I	false	0	7	0	0	
|PWY-6690|	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	false	0	5	0	0	
|PWY-6691|	plaunotol biosynthesis	false	0	3	0	0	
|PWY-6692|	Fe(II) oxidation	false	0	6	0	0	
|PWY-6693|	D-galactose degradation IV	false	0	3	0	0	
|PWY-6694|	oxalate degradation I	false	0	1	0	0	
|PWY-6695|	oxalate degradation II	false	0	3	0	0	
|PWY-6696|	oxalate degradation III	false	0	5	0	0	
|PWY-6697|	oxalate degradation IV	false	0	1	0	0	
|PWY-6698|	oxalate degradation V	false	0	1	0	0	
|PWY-6699|	oxalate biosynthesis	false	0	1	0	0	
|PWY-66|	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	false	0	3	0	0	
|PWY-6700|	queuosine biosynthesis I (de novo)	false	0	4	0	0	
|PWY-6703|	preQ0 biosynthesis	false	0	4	0	0	
|PWY-6704|	L-ascorbate degradation IV	false	0	5	0	0	
|PWY-6707|	gallate biosynthesis	false	0	2	0	0	
|PWY-6708|	ubiquinol-8 biosynthesis (early decarboxylation)	false	0	8	0	0	
|PWY-6710|	poly-hydroxy fatty acids biosynthesis	false	0	11	0	0	
|PWY-6711|	archaeosine biosynthesis I	false	0	2	0	0	
|PWY-6713|	L-rhamnose degradation II	false	0	6	0	0	
|PWY-6714|	L-rhamnose degradation III	false	0	5	0	0	
|PWY-6717|	(1,4)-&beta;-D-xylan degradation	false	0	2	0	0	
|PWY-6718|	sulfoacetaldehyde degradation III	false	0	1	0	0	
|PWY-6720|	toyocamycin biosynthesis	false	0	5	0	0	
|PWY-6721|	sangivamycin biosynthesis	false	0	1	0	0	
|PWY-6722|	candicidin biosynthesis	false	0	6	0	0	
|PWY-6724|	starch degradation II	false	0	9	0	0	
|PWY-6728|	methylaspartate cycle	false	10	17	0	0	ACONITATEDEHYDR-RXN ACONITATEHYDR-RXN 
|PWY-6730|	methylhalides biosynthesis (plants)	false	0	3	0	0	
|PWY-6731|	starch degradation III	false	0	4	0	0	
|PWY-6733|	sporopollenin precursors biosynthesis	false	0	18	0	0	
|PWY-6735|	starch degradation IV	false	0	3	0	0	
|PWY-6736|	sulfur volatiles biosynthesis	false	0	2	0	0	
|PWY-6737|	starch degradation V	false	0	4	0	0	
|PWY-6738|	pinitol biosynthesis I	false	0	3	0	0	
|PWY-6739|	pinitol biosynthesis II	false	0	3	0	0	
|PWY-6742|	methane oxidation to methanol II	false	0	1	0	0	
|PWY-6744|	hydrogen production I	false	0	1	0	0	
|PWY-6745|	phytochelatins biosynthesis	false	0	1	0	0	
|PWY-6748|	nitrate reduction VII (denitrification)	false	0	5	0	0	
|PWY-6749|	CMP-legionaminate biosynthesis I	false	0	10	0	0	
|PWY-6752|	o-diquinones biosynthesis	false	0	1	0	0	
|PWY-6753|	S-methyl-5'-thioadenosine degradation III	false	0	2	0	0	
|PWY-6754|	S-methyl-5'-thioadenosine degradation I	false	0	2	0	0	
|PWY-6756|	S-methyl-5'-thioadenosine degradation II	false	0	1	0	0	
|PWY-6758|	hydrogen production II	false	0	1	0	0	
|PWY-6759|	hydrogen production III	false	0	1	0	0	
|PWY-6760|	D-xylose degradation III	false	0	5	1	0	
|PWY-6762|	salicylate glucosides biosynthesis IV	false	0	1	0	0	
|PWY-6763|	salicortin biosynthesis	false	0	11	0	0	
|PWY-6765|	hydrogen production IV	false	0	1	0	0	
|PWY-6766|	salicin biosynthesis	false	0	6	0	0	
|PWY-6767|	4,4'-diapolycopenedioate biosynthesis	false	0	9	0	0	
|PWY-6769|	rhamnogalacturonan type I degradation I	false	0	1	0	0	
|PWY-6771|	rhamnogalacturonan type I degradation II (bacteria)	false	0	3	0	0	
|PWY-6772|	hydrogen production V	false	0	2	0	0	
|PWY-6773|	1,3-&beta;-D-glucan biosynthesis	false	0	1	0	0	
|PWY-6778|	laminaribiose degradation	false	0	1	0	0	
|PWY-6780|	hydrogen production VI	false	0	2	0	0	
|PWY-6781|	chlorogenic acid degradation	false	0	1	0	0	
|PWY-6784|	cellulose and hemicellulose degradation (cellulolosome)	false	0	3	0	0	
|PWY-6785|	hydrogen production VIII	false	0	1	0	0	
|PWY-6786|	detoxification of reactive carbonyls in chloroplasts	false	0	10	0	0	
|PWY-6787|	flavonoid biosynthesis (in equisetum)	false	0	10	0	0	
|PWY-6788|	cellulose degradation II (fungi)	false	0	3	0	0	
|PWY-6789|	(1,3)-&beta;-D-xylan degradation	false	0	2	0	0	
|PWY-6790|	L-arabinan degradation	false	0	2	0	0	
|PWY-6791|	xyloglucan degradation I (endoglucanase)	false	0	1	0	0	
|PWY-6792|	scopoletin biosynthesis	false	0	2	0	0	
|PWY-6794|	adenosine 5'-phosphoramidate biosynthesis	false	0	1	0	0	
|PWY-6795|	diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis	false	0	2	0	0	
|PWY-6797|	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	false	0	7	0	0	
|PWY-6799|	fatty acid biosynthesis initiation (plant mitochondria)	false	0	4	0	0	
|PWY-6801|	volatile esters biosynthesis (during fruit ripening)	false	0	7	0	0	
|PWY-6802|	salidroside biosynthesis	false	0	4	0	0	
|PWY-6803|	phosphatidylcholine acyl editing	false	0	4	0	0	
|PWY-6804|	diacylglycerol biosynthesis (PUFA enrichment in oilseed)	false	0	2	0	0	
|PWY-6805|	cellulose degradation I (cellulosome)	false	0	2	0	0	
|PWY-6806|	carotenoid cleavage	false	0	11	0	0	
|PWY-6807|	xyloglucan degradation II (exoglucanase)	false	0	8	0	0	
|PWY-6808|	dTDP-&alpha;-D-forosamine biosynthesis	false	0	8	0	0	
|PWY-6809|	neoxanthin biosynthesis	false	0	2	0	0	
|PWY-6812|	xyloglucan degradation III (cellobiohydrolase)	false	0	1	0	0	
|PWY-6813|	glucuronoarabinoxylan degradation	false	0	1	0	0	
|PWY-6815|	porphyran degradation	false	0	6	0	0	
|PWY-6816|	agarose degradation	false	0	2	0	0	
|PWY-6817|	&lambda;-carrageenan degradation	false	0	2	0	0	
|PWY-6818|	ornithine lipid biosynthesis	false	0	2	0	0	
|PWY-681|	dibenzothiophene desulfurization	false	0	5	0	0	
|PWY-6820|	diphyllin biosynthesis	false	0	1	0	0	
|PWY-6821|	&kappa;-carrageenan degradation	false	0	4	0	0	
|PWY-6822|	&iota;-carrageenan degradation	false	0	1	0	0	
|PWY-6823|	molybdopterin biosynthesis	false	0	6	0	0	
|PWY-6824|	justicidin B biosynthesis	false	0	10	0	0	
|PWY-6825|	phosphatidylcholine biosynthesis V	false	0	3	0	0	
|PWY-6826|	phosphatidylcholine biosynthesis VI	false	0	1	0	0	
|PWY-6827|	gellan degradation	false	0	2	0	0	
|PWY-6828|	linezolid resistance	false	0	1	0	0	
|PWY-6829|	tRNA methylation (yeast)	false	0	15	0	0	
|PWY-6831|	pyrrolnitrin biosynthesis	false	0	4	0	0	
|PWY-6832|	2-aminoethylphosphonate degradation II	false	0	2	0	0	
|PWY-6834|	spermidine biosynthesis III	false	25	2	1	1	RXN-12514 
|PWY-6835|	6-gingerol biosynthesis	false	0	1	0	0	
|PWY-6836|	santalene biosynthesis II	false	0	4	0	0	
|PWY-6837|	fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	false	0	5	0	0	
|PWY-6839|	2-aminoethylphosphonate biosynthesis	false	0	3	0	0	
|PWY-6840|	homoglutathione biosynthesis	false	0	2	0	0	
|PWY-6841|	homophytochelatin biosynthesis	false	0	2	0	0	
|PWY-6842|	glutathione-mediated detoxification II	false	0	9	0	0	
|PWY-6845|	nitric oxide biosynthesis I (plants)	false	0	2	0	0	
|PWY-6848|	rutin degradation	false	0	3	0	0	
|PWY-6852|	senecionine N-oxide biosynthesis	false	0	1	0	0	
|PWY-6853|	ethene biosynthesis II (microbes)	false	0	4	0	0	
|PWY-6854|	ethene biosynthesis III (microbes)	false	0	3	0	0	
|PWY-6855|	chitin degradation I (archaea)	false	0	7	0	0	
|PWY-6857|	retinol biosynthesis	false	0	7	0	0	
|PWY-6859|	all-trans-farnesol biosynthesis	false	0	4	0	0	
|PWY-6861|	the visual cycle I (vertebrates)	false	0	9	0	0	
|PWY-6863|	pyruvate fermentation to hexanol (engineered)	false	0	10	0	0	
|PWY-6871|	3-methylbutanol biosynthesis (engineered)	false	0	6	0	0	
|PWY-6872|	retinoate biosynthesis I	false	0	4	0	0	
|PWY-6873|	long chain fatty acid ester synthesis (engineered)	false	0	4	0	0	
|PWY-6875|	retinoate biosynthesis II	false	0	3	0	0	
|PWY-6876|	isopropanol biosynthesis (engineered)	false	0	5	0	0	
|PWY-6883|	pyruvate fermentation to butanol II (engineered)	false	0	5	0	0	
|PWY-6888|	zealexin biosynthesis	false	0	10	0	0	
|PWY-6890|	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	false	0	2	0	0	
|PWY-6891|	thiazole component of thiamine diphosphate biosynthesis II	false	0	7	0	0	
|PWY-6892|	thiazole component of thiamine diphosphate biosynthesis I	false	0	7	0	0	
|PWY-6893|	thiamine diphosphate biosynthesis II (Bacillus)	false	0	2	0	0	
|PWY-6894|	thiamine diphosphate biosynthesis I (E. coli)	false	0	2	0	0	
|PWY-6896|	thiamine diphosphate salvage I	false	0	2	0	0	
|PWY-6898|	thiamine diphosphate salvage III	false	0	1	0	0	
|PWY-6899|	base-degraded thiamine salvage	false	0	2	0	0	
|PWY-6900|	(Z)-butanethial-S-oxide biosynthesis	false	0	2	0	0	
|PWY-6902|	chitin degradation II (Vibrio)	false	0	5	0	0	
|PWY-6906|	chitin derivatives degradation	false	0	7	0	0	
|PWY-6907|	thiamine diphosphate biosynthesis III (Staphylococcus)	false	0	3	0	0	
|PWY-6908|	thiamine diphosphate biosynthesis IV (eukaryotes)	false	0	3	0	0	
|PWY-6909|	thiazole component of thiamne diphosphate biosynthesis III	false	0	2	0	0	
|PWY-6910|	hydroxymethylpyrimidine salvage	false	0	2	0	0	
|PWY-6913|	methylbutenol biosynthesis	false	0	1	0	0	
|PWY-6914|	sophoraflavanone G biosynthesis	false	0	3	0	0	
|PWY-6915|	pentalenolactone biosynthesis	false	0	10	0	0	
|PWY-6917|	vernolate biosynthesis III	false	0	3	0	0	
|PWY-6919|	neopentalenoketolactone and pentalenate biosynthesis	false	0	10	0	0	
|PWY-6920|	6-gingerol analog biosynthesis (engineered)	false	0	6	0	0	
|PWY-6922|	L-N&delta;-acetylornithine biosynthesis	false	0	6	0	0	
|PWY-6923|	ricinine degradation	false	0	1	0	0	
|PWY-6926|	pyrethrin I biosynthesis	false	0	7	0	0	
|PWY-6927|	chlorophyll a degradation II	false	0	4	0	0	
|PWY-6930|	phenolic malonylglucosides biosynthesis	false	0	5	0	0	
|PWY-6931|	seleno-amino acid detoxification and volatilization I	false	0	2	0	0	
|PWY-6932|	selenate reduction	false	0	4	0	0	
|PWY-6933|	seleno-amino acid detoxification and volatilization III	false	0	2	0	0	
|PWY-6935|	seleno-amino acid detoxification and volatilization II	false	0	5	0	0	
|PWY-6936|	seleno-amino acid biosynthesis (plants)	false	0	5	0	0	
|PWY-6938-1|	NADH repair (prokaryotes)	false	0	2	0	0	
|PWY-6938|	NADH repair (eukaryotes)	false	0	2	0	0	
|PWY-6940|	icosapentaenoate biosynthesis VI (fungi)	false	0	1	0	0	
|PWY-6941|	styrene degradation	false	0	3	0	0	
|PWY-6942|	dTDP-D-desosamine biosynthesis	false	0	6	0	0	
|PWY-6943|	testosterone and androsterone degradation to androstendione (aerobic)	false	0	3	0	0	
|PWY-6944|	androstenedione degradation I (aerobic)	false	0	23	0	0	
|PWY-6945|	cholesterol degradation to androstenedione I (cholesterol oxidase)	false	0	17	0	0	
|PWY-6946|	cholesterol degradation to androstenedione II (cholesterol dehydrogenase)	false	0	22	0	0	
|PWY-6948|	sitosterol degradation to androstenedione	false	0	18	0	0	
|PWY-6949|	DIBOA-glucoside biosynthesis	false	0	6	0	0	
|PWY-6950|	DIMBOA-glucoside biosynthesis	false	0	2	0	0	
|PWY-6952|	glycerophosphodiester degradation	false	0	2	0	0	
|PWY-6953|	dTDP-3-acetamido-&alpha;-D-fucose biosynthesis	false	0	5	0	0	
|PWY-6955|	lincomycin A biosynthesis	false	0	24	0	0	
|PWY-6958|	icosapentaenoate biosynthesis I (lower eukaryotes)	false	0	8	0	0	
|PWY-6959|	L-ascorbate degradation V	false	0	4	0	0	
|PWY-695|	abscisic acid biosynthesis	false	0	5	0	0	
|PWY-6960|	L-ascorbate degradation III	false	0	3	0	0	
|PWY-6961|	L-ascorbate degradation II (bacterial, aerobic)	false	0	5	0	0	
|PWY-6964|	ammonia assimilation cycle II	false	0	2	0	0	
|PWY-6965|	methylamine degradation II	false	0	3	0	0	
|PWY-6966|	methanol oxidation to formaldehyde I	false	0	1	0	0	
|PWY-6967|	methylamine degradation I	false	0	1	0	0	
|PWY-6968|	trimethylamine degradation	false	0	3	0	0	
|PWY-6969|	TCA cycle V (2-oxoglutarate synthase)	false	22	7	0	0	ACONITATEDEHYDR-RXN ACONITATEHYDR-RXN 
|PWY-6970|	pyruvate decarboxylation to acetyl CoA II	false	0	1	0	0	
|PWY-6971|	oleandomycin biosynthesis	false	0	5	0	0	
|PWY-6972|	oleandomycin activation/inactivation	false	0	3	0	0	
|PWY-6973|	dTDP-&alpha;-D-olivose, dTDP-&alpha;-D-oliose and dTDP-&alpha;-D-mycarose biosynthesis	false	0	8	0	0	
|PWY-6974|	dTDP-&beta;-L-olivose biosynthesis	false	0	6	0	0	
|PWY-6976|	dTDP-&beta;-L-mycarose biosynthesis	false	0	7	0	0	
|PWY-6978|	plastoquinol-9 biosynthesis II	false	0	5	0	0	
|PWY-6982|	umbelliferone biosynthesis	false	0	2	0	0	
|PWY-6983|	threo-tetrahydrobiopterin biosynthesis	false	0	4	0	0	
|PWY-6984|	lipoate salvage II	false	0	4	0	0	
|PWY-6986|	alginate degradation	false	0	5	0	0	
|PWY-6987|	lipoate biosynthesis and incorporation III (Bacillus)	false	0	3	0	0	
|PWY-6989|	(-)-camphor degradation	false	0	6	0	0	
|PWY-6990|	(+)-camphor biosynthesis	false	0	3	0	0	
|PWY-6991|	(-)-camphor biosynthesis	false	0	3	0	0	
|PWY-6992|	1,5-anhydrofructose degradation	false	0	5	0	0	
|PWY-6993|	nicotine degradation II (pyrrolidine pathway)	false	0	10	0	0	
|PWY-6994|	L-pyrrolysine biosynthesis	false	0	3	0	0	
|PWY-6995|	5-hydroxymethylfurfural degradation	false	0	8	0	0	
|PWY-6996|	daidzin and daidzein degradation	false	0	4	0	0	
|PWY-6997|	furfural degradation	false	0	5	0	0	
|PWY-6998|	CDP-D-arabitol biosynthesis	false	0	2	0	0	
|PWY-6999|	theophylline degradation	false	0	9	0	0	
|PWY-699|	brassinosteroid biosynthesis I	false	0	24	0	0	
|PWY-6|	GDP-L-fucose biosynthesis II (from L-fucose)	false	0	2	0	0	
|PWY-7002|	4-hydroxyacetophenone degradation	false	0	5	0	0	
|PWY-7006|	4-amino-3-hydroxybenzoate degradation	false	0	5	0	0	
|PWY-7007|	methyl ketone biosynthesis (engineered)	false	0	5	0	0	
|PWY-7008|	2-hydroxybiphenyl degradation	false	0	3	0	0	
|PWY-7009|	2,2'-dihydroxybiphenyl degradation	false	0	10	0	0	
|PWY-7010|	2-propylphenol degradation	false	0	3	0	0	
|PWY-7011|	2-isopropylphenol degradation	false	0	3	0	0	
|PWY-7013|	(S)-propane-1,2-diol degradation	false	20	3	0	0	PTAALT-RXN 
|PWY-7014|	paromamine biosynthesis I	false	0	6	0	0	
|PWY-7015|	ribostamycin biosynthesis	false	0	4	0	0	
|PWY-7016|	neomycin biosynthesis	false	0	5	0	0	
|PWY-7018|	paromomycin biosynthesis	false	0	6	0	0	
|PWY-7019|	butirosin biosynthesis	false	0	7	0	0	
|PWY-701|	L-methionine degradation II	false	0	1	0	0	
|PWY-7022|	paromamine biosynthesis II	false	0	6	0	0	
|PWY-7025|	gentamicin biosynthesis	false	0	12	0	0	
|PWY-7026|	terminal olefins biosynthesis I	false	0	1	0	0	
|PWY-7027|	hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis	false	0	4	0	0	
|PWY-7028|	UDP-N,N'-diacetylbacillosamine biosynthesis	false	0	3	0	0	
|PWY-7029|	terminal olefins biosynthesis II	false	0	1	0	0	
|PWY-702|	L-methionine biosynthesis II	false	0	4	0	0	
|PWY-7031|	protein N-glycosylation (bacterial)	false	0	6	0	0	
|PWY-7032|	alkane biosynthesis I	false	0	3	0	0	
|PWY-7033|	alkane biosynthesis II	false	0	3	0	0	
|PWY-7035|	(9Z)-tricosene biosynthesis	false	0	14	0	0	
|PWY-7036|	very long chain fatty acid biosynthesis II	false	0	16	0	0	
|PWY-7037|	protein O-glycosylation (Neisseria)	false	0	6	0	0	
|PWY-7039|	phosphatidate metabolism, as a signaling molecule	false	0	5	0	0	
|PWY-7040|	violacein biosynthesis	false	0	6	0	0	
|PWY-7041|	the visual cycle II (molluscs)	false	0	4	0	0	
|PWY-7042|	the visual cycle (insects)	false	0	5	0	0	
|PWY-7043|	11-cis-3-hydroxyretinal biosynthesis	false	0	5	0	0	
|PWY-7044|	5-nitroanthranilate degradation	false	0	5	0	0	
|PWY-7045|	mithramycin biosynthesis	false	0	16	0	0	
|PWY-7046|	4-coumarate degradation (anaerobic)	false	0	6	0	0	
|PWY-7049|	icosapentaenoate biosynthesis II (6-desaturase, mammals)	false	0	7	0	0	
|PWY-7050|	icosapentaenoate biosynthesis IV (bacteria)	false	0	1	0	0	
|PWY-7052|	cyanophycin metabolism	false	0	6	0	0	
|PWY-7053|	docosahexaenoate biosynthesis I (lower eukaryotes)	false	0	7	0	0	
|PWY-7054|	N-acetylglutaminylglutamine amide biosynthesis	false	0	2	0	0	
|PWY-7055|	daphnetin modification	false	0	4	0	0	
|PWY-7056|	daphnin interconversion	false	0	2	0	0	
|PWY-7057|	cichoriin interconversion	false	0	2	0	0	
|PWY-7058|	esculetin modification	false	0	7	0	0	
|PWY-7059|	fumigaclavine biosynthesis	false	0	5	0	0	
|PWY-7065|	2&alpha;,7&beta;-dihydroxylation of taxusin	false	0	4	0	0	
|PWY-7066|	glycyrrhetinate biosynthesis	false	0	12	0	0	
|PWY-7067|	betulinate biosynthesis	false	0	3	0	0	
|PWY-7068|	ursolate biosynthesis	false	0	3	0	0	
|PWY-7069|	oleanolate biosynthesis	false	0	4	0	0	
|PWY-7070|	steviol biosynthesis	false	0	1	0	0	
|PWY-7071|	steviol glucoside biosynthesis (rebaudioside A biosynthesis)	false	0	10	0	0	
|PWY-7072|	hopanoid biosynthesis (bacteria)	false	0	13	0	0	
|PWY-7074|	phenylethanol glycoconjugate biosynthesis	false	0	2	0	0	
|PWY-7075|	phenylethyl acetate biosynthesis	false	0	1	0	0	
|PWY-7076|	3,5-dimethoxytoluene biosynthesis	false	0	2	0	0	
|PWY-7077|	N-acetyl-D-galactosamine degradation	false	0	3	0	0	
|PWY-7079|	geodin biosynthesis	false	0	5	0	0	
|PWY-7080|	asterrate biosynthesis	false	0	3	0	0	
|PWY-7081|	4-aminophenol degradation	false	0	4	0	0	
|PWY-7085|	triethylamine degradation	false	0	6	0	0	
|PWY-7087|	2-methylisoborneol biosynthesis	false	0	2	0	0	
