"","x"
"6484","TRANS-RXN-16.cp"
"6485","D-galactarte transport via proton symport, reversible (periplasm)"
"6486","aldose-1-epimerase"
"6487","galactosyltransferase I (LPS core synthesis)"
"6488","D-galactose transport in via proton symport (periplasm)"
"6489","TRANS-RXN-161.cp"
"6490","Transport of D-galacturonate"
"6491","D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm)"
"6492","D-glucosamine transport via PEP:Pyr PTS (periplasm)"
"6493","GDP-4-dehydro-6-deoxy-D-mannose epimerase"
"6494","GDPPYPHOSKIN-RXN.c"
"6495","GDP-mannose mannosyl hydrolase"
"6496","RXN0-3921.c"
"6497","gamma glutamyl putrescine synthase"
"6498","1,4-alpha-glucan branching enzyme (glycogen -> bglycogen)"
"6499","D-glucose transport via ABC system (periplasm)"
"6500","D-glucose O-acetyltransferase"
"6501","Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)"
"6502","TRANS-RXN0-209.cp"
"6503","D-glucose transport via PEP:Pyr PTS (periplasm)"
"6504","D-glucarate transport via proton symport, reversible (periplasm)"
"6505","glycogen synthase (ADPGlc)"
"6506","D-glucose transport in via proton symport (periplasm)"
"6507","glucosyltransferase I (LPS core synthesis)"
"6508","glucosyltransferase II (LPS core synthesis)"
"6509","glucosyltransferase III (LPS core synthesis)"
"6510","D-glucuronate transport via proton symport, reversible (periplasm)"
"6511","ABC-12-RXN.cp"
"6512","ABC-13-RXN.cp"
"6513","TRANS-RXN-261.cp"
"6514","L-glutamate transport via proton symport, reversible (periplasm)"
"6515","Na+/glutamate symport (periplasm)"
"6516","Glyceraldehyde transport via diffusion (extracellular to periplasm)"
"6517","Glyceraldehyde facilitated diffusion (periplasm)"
"6518","Glycine betaine transport via ABC system (periplasm)"
"6519","TRANS-RXN-29A.cp"
"6520","ABC-34-RXN.cp"
"6521","TRANS-RXN-22.cp"
"6522","D-glycerate transport via proton symport, reversible (periplasm)"
"6523","ATP:(R)-glycerate 2-phosphotransferase"
"6524","TRANS-RXN-105.cp"
"6525","glycolate transport via sodium symport (periplasm)"
"6526","glycerol transport via diffusion (extracellular to periplasm)"
"6527","Glycolate oxidase"
"6528","Glycolate oxidase"
"6529","Glycolate oxidase"
"6530","glycerol transport"
"6531","(R)-lactate hydro-lyase"
"6532","TRANS-RXN-62B.cp"
"6533","glycine transport in via sodium symport (periplasm)"
"6534","GDP-4-oxo-L-fucose reductase"
"6535","Gp4G hydrolase"
"6536","Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)"
"6537","Glycerophosphodiester phosphodiesterase"
"6538","glutaredoxin reductase"
"6539","guanosine transport in via proton symport (periplasm)"
"6540","RXN0-21.cp"
"6541","RXN0-11.cp"
"6542","GTP amine hydrolysis (spontaneous)"
"6543","guanine transport in via proton symport (periplasm)"
"6544","Glucuronate 1-phosphate phosphatase (periplasm)"
"6545","hydrogen peroxide transport via diffusion (external)"
"6546","H2O transport via diffusion (extracellular to periplasm)"
"6547","TRANS-RXN-145.cp"
"6548","Hydrogen sulfide oxidation"
"6549","h2s transport (periplasm)"
"6550","h2s transport via diffusion (extracellular to periplasm)"
"6551","hydrogen transport via diffusion (extracellular to periplasm)"
"6552","hydrogen transport diffusion (periplasm)"
"6553","3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA)"
"6554","Transport of 3-hydroxy-trans-cinnamate"
"6555","S-methylmethionine homocysteine transmethylase"
"6556","Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)"
"6557","hexadecenoyl-coa cis-trans isomerization"
"6558","Heme O synthase, mitochondrial"
"6559","LPS heptose kinase I (LPS core synthesis)"
"6560","LPS heptose kinase II (LPS core synthesis)"
"6561","RXN0-5118.c"
"6562","RXN0-5061.c"
"6563","heptosyltransferase III (LPS core synthesis)"
"6564","heptosyltransferase IV (LPS core synthesis)"
"6565","hexanoate transport via proton symport, reversible (periplasm)"
"6566","Mercury (Hg+2) ABC transporter (periplasm)"
"6567","mercury (Hg+2) transport out via proton antiport (periplasm)"
"6568","ABC-14-RXN.cp"
"6569","L-histidine reversible transport via proton symport (periplasm)"
"6570","TRANS-RXN-242.cp"
"6571","TRANS-RXN-61.cp"
"6572","Acetyl-CoA:hexanoate-CoA transferase"
"6573","hydrogenase (ubiquinone-8: 2 protons) (periplasm)"
"6574","Hydrogenase (menaquinone8: 2 protons) (periplasm)"
"6575","Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm)"
"6576","TRANS-RXN-181A.cp"
"6577","ABC-15-RXN.cp"
"6578","L-isoleucine reversible transport via proton symport (periplasm)"
"6579","Indole transport via diffusion (extracellular to periplasm)"
"6580","Na+/myo-inositol symporter (periplasm)"
"6581","TRANS-RXN-108G.cp"
"6582","isopentenyl-diphosphate:NAD+ oxidoreductase"
"6583","isethionate transport via ABC system (periplasm)"
"6584","KDO(2)-lipid IV A transport via ABC system (periplasm)"
"6585","K(+)-importing ATPase"
"6586","ketol-acid reductoisomerase (2-Acetolactate)"
"6587","Beta-ketoacyl-ACP synthase"
"6588","3-ketoacyl-CoA thiolase"
"6589","TRANS-RXN-3.cp"
"6590","TRANS-RXN-42.cp"
"6591","4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))"
"6592","L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase"
"6593","RXN0-6981.c"
"6594","TRANS-RXN-82.cp"
"6595","TRANS-RXN-24.cp"
"6596","DLACTDEHYDROGFAD-RXN.c.metaexp.CPD-9956_UBIQUINONE-8"
"6597","ABC-35-RXN.cp"
"6598","L-leucine reversible transport via proton symport (periplasm)"
"6599","ATP phosphohydrolase (lipopolysaccharide-exporting)"
"6600","lipid (cold) A transport via ABC system (periplasm)"
"6601","core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)"
"6602","Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane)"
"6603","lipid A transport via vector (periplasm to extracellular)"
"6604","lactate oxidation"
"6605","TRANS-RXN-104.cp"
"6606","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)"
"6607","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)"
"6608","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)"
"6609","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)"
"6610","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)"
"6611","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)"
"6612","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)"
"6613","Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)"
"6614","Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)"
"6615","Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)"
"6616","Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)"
"6617","Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)"
"6618","Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)"
"6619","Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)"
"6620","Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)"
"6621","Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)"
"6622","Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)"
"6623","Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)"
"6624","Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)"
"6625","Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)"
"6626","Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)"
"6627","Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)"
"6628","Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)"
"6629","Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)"
"6630","Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)"
"6631","Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)"
"6632","Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)"
"6633","Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)"
"6634","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)"
"6635","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)"
"6636","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)"
"6637","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)"
"6638","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)"
"6639","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)"
"6640","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)"
"6641","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)"
"6642","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)"
"6643","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)"
"6644","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)"
"6645","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)"
"6646","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)"
"6647","Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)"
"6648","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)"
"6649","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)"
"6650","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)"
"6651","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)"
"6652","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)"
"6653","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)"
"6654","Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)"
"6655","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)"
"6656","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)"
"6657","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)"
"6658","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)"
"6659","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)"
"6660","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)"
"6661","Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)"
"6662","ABC-3-RXN.cp"
"6663","Lysine transporter"
"6664","L-lysine transport out via proton antiport (cytoplasm to periplasm)"
"6665","Lysyl-tRNA synthetase"
"6666","L-Lyxose transport via proton symport (periplasm)"
"6667","malonyl-[acyl-carrier-protein] carboxy-lyase"
"6668","Transport of (R)-malate"
"6669","TRANS-RXN-121A.cp"
"6670","Malate transport via proton symport (3 H) (periplasm)"
"6671","maltose transport via ABC system (periplasm)"
"6672","maltohexaose transport via ABC system (periplasm)"
"6673","maltopentaose transport via ABC system (periplasm)"
"6674","maltose transport via PEP:Pyr PTS (periplasm)"
"6675","TRANS-RXN0-503.cp"
"6676","TRANS-RXN0-504.cp"
"6677","Mannose-6-phosphate transport via phosphate antiport (periplasm)"
"6678","RXN0-2522.cp"
"6679","2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate 6-phosphomannohydrolase"
"6680","D-mannose transport via PEP:Pyr PTS (periplasm)"
"6681","murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)"
"6682","murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)"
"6683","murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)"
"6684","murein D,D-carboxypeptidase (murein5px4p) (periplasm)"
"6685","murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)"
"6686","murein D,D-carboxypeptidase (murein5p5p) (periplasm)"
"6687","murein D,D-carboxypeptidase (murein5p4p) (periplasm)"
"6688","murein D,D-carboxypeptidase (murein5p3p) (periplasm)"
"6689","murein D,D-endopeptidase (murein4px4p) (periplasm)"
"6690","murein D,D-endopeptidase (murein3px4p) (periplasm)"
"6691","murein D,D-endopeptidase (murein5px4p) (periplasm)"
"6692","murein D,D-endopeptidase (murein4px4px4p) (periplasm)"
"6693","FAD-dependent malate dehydrogenase"
"6694","Malate dehydrogenase (menaquinone 8 as acceptor)"
"6695","TRANS-RXN-94.cp"
"6696","melibiose transport in via antiport (periplasm)"
"6697","RXN0-4522.cp"
"6698","TRANS-RXN0-202.cp"
"6699","methionine oxidation (spontaneous)"
"6700","methionine oxidation 2 (spontaneous)"
"6701","L-methionine S-oxide transport via ABC system (periplasm)"
"6702","L-methionine S-oxide diffusion (extracellular)"
"6703","L-methionine R-oxide transport via ABC system (periplasm)"
"6704","L-methionine R-oxide diffusion (extracellular)"
"6705","L-methionine-S-oxide reductase"
"6706","L-methionine-R-sulfoxide reductase"
"6707","magnesium (Mg+2) transport in/out via proton antiport (periplasm)"
"6708","Mg2+-importing ATPase"
"6709","murein L,D-carboxypeptidase (murein5px4p) (periplasm)"
"6710","murein L,D-carboxypeptidase (murein4p4p) (periplasm)"
"6711","murein L,D-carboxypeptidase (murein5p5p) (periplasm)"
"6712","murein L,D-carboxypeptidase (murein4p3p) (periplasm)"
"6713","murein L,D-carboxypeptidase (murein5px3p) (periplasm)"
"6714","murein L,D-endopeptidase (murein3px3p) (periplasm)"
"6715","murein L,D-endopeptidase (murein5px3p) (periplasm)"
"6716","Maltodextrin glucosidase (maltotetraose)"
"6717","Maltodextrin glucosidase (maltopentaose)"
"6718","Maltodextrin glucosidase (maltohexaose)"
"6719","Maltodextrin glucosidase (maltoheptaose)"
"6720","murein lytic transglycosylase (murein4p4p) (periplasm)"
"6721","murein lytic transglycosylase (murein4p3p) (periplasm)"
"6722","murein lytic transglycosylase (murein3p3p) (periplasm)"
"6723","murein lytic transglycosylase (murein4px4p4p) (periplasm)"
"6724","Maltodextrin phosphorylase (maltopentaose)"
"6725","Maltodextrin phosphorylase (maltohexaose)"
"6726","Maltodextrin phosphorylase (maltoheptaose)"
"6727","S-methylmethionine permease (periplasm)"
"6728","manganese (Mn+2) transport out via proton antiport (periplasm)"
"6729","mannose 6-phosphate phosphatase"
"6730","mannitol transport via PEP:Pyr PTS (periplasm)"
"6731","manganese transport in via proton antiport"
"6732","3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis)"
"6733","ABC-19-RXN.cp"
"6734","molybdate transport via diffusion (extracellular to periplasm)"
"6735","murein polymerizing transglycosylase"
"6736","murein polymerizing transglycosylase 2 (three linked units)"
"6737","methanesulfonate transport via ABC system (periplasm)"
"6738","N-methyl-tryptophan oxidase"
"6739","nitrious oxide transport via diffusion (extracellular to periplasm)"
"6740","nitrious oxide transport (diffusion)"
"6741","N-acetylornithine deacetylase"
"6742","NADH dehydrogenase (menaquinone-8 & 0 protons)"
"6743","NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm)"
"6744","NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm)"
"6745","NADH dehydrogenase (demethylmenaquinone-8 & 3 protons) (periplasm)"
"6746","dihydronicotinamide adenine dinucleotide-coenzyme Q reductase"
"6747","quinone reductase"
"6748","quinone reductase"
"6749","NADPH Quinone Reductase (Menaquinone-8)"
"6750","quinone reductase"
"6751","nicotinic acid mononucleotide pyrophosphorylase"
"6752","TRANS-RXN-130.cp"
"6753","Sodium/proton antiport"
"6754","Sodium/proton antiport"
"6755","Nickle (Ni+2) ABC transporter (periplasm)"
"6756","nickle (Ni+2) transport out via proton antiport (periplasm)"
"6757","nickel transport via ABC system (uptake, periplasm)"
"6758","NMN transport via NMN glycohydrolase (periplasm)"
"6759","nitrite transport in via proton symport, reversible (periplasm)"
"6760","Nitrate reductase (Ubiquinol-8)"
"6761","Nitrate reductase (Ubiquinol-8) (periplasm)"
"6762","Nitrate reductase (Menaquinol-8) (periplasm)"
"6763","Nitrate reductase (Menaquinol-8) (periplasm)"
"6764","TRANS-RXN0-239.cp"
"6765","nitric oxide transport via diffusion (extracellular to periplasm)"
"6766","NO transport (diffusion)"
"6767","5'-nucleotidase (dIMP) (periplasm)"
"6768","nucleoside-triphosphatase (dITP)"
"6769","RXN0-5074.c"
"6770","RXN0-384.c"
"6771","RXN0-5107.c"
"6772","Nucleoside triphosphate tripolyhydrolase"
"6773","nitrite Reductase (Ubiquinole-8, periplasm)"
"6774","nitrite Reductase (Menaquinole-8, periplasm)"
"6775","O16 antigen (x4) core oligosaccharide lipid A transport (periplasm to extracellular)"
"6776","O16 anitgen (x4) ligase (periplasm)"
"6777","O16 antigen polymerase (periplasm)"
"6778","O16 antigen polymerase (periplasm)"
"6779","O16 antigen polymerase (periplasm)"
"6780","rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis)"
"6781","O16 antigen (flippase, cytoplasm to periplasm)"
"6782","galactofuranosyltransferase (LPS O16 antigen biosynthesis)"
"6783","glucosyltransferase I (LPS O16 antigen biosynthesis)"
"6784","glucosyltransferase II (LPS O16 antigen biosynthesis)"
"6785","oxygen transport via diffusion (extracellular to periplasm)"
"6786","TRANS-RXN0-474.cp"
"6787","Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm)"
"6788","(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 5 isopentenyl units)"
"6789","Octadecenoyl-coa cis-trans isomerization"
"6790","2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN.c"
"6791","2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
"6792","2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)"
"6793","2-octaprenyl-6-methoxyphenol hydroxylase"
"6794","2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic)"
"6795","2-Octaprenylphenol hydroxylase"
"6796","2-Octaprenylphenol hydroxylase (anaerobic)"
"6797","ornithine transport via ABC system (periplasm)"
"6798","TRANS-RXN-121C.cp"
"6799","phosphatidate transport via ABC system (n-C12:0, periplasm)"
"6800","phosphatidate transport via ABC system (n-C14:0, periplasm)"
"6801","phosphatidate transport via ABC system (n-C14:1, periplasm)"
"6802","phosphatidate transport via ABC system (n-C16:0, periplasm)"
"6803","phosphatidate transport via ABC system (n-C16:1, periplasm)"
"6804","phosphatidate transport via ABC system (n-C18:0, periplasm)"
"6805","phosphatidate transport via ABC system (n-C18:1, periplasm)"
"6806","phenylacetaldehyde reversible transport via proton symport (periplasm)"
"6807","Phosphatidate phosphatase (periplasmic, n-C12:0)"
"6808","Phosphatidate phosphatase (periplasmic, n-C14:0)"
"6809","Phosphatidate phosphatase (periplasmic, n-C14:1)"
"6810","Phosphatidate phosphatase (periplasmic, n-C16:0)"
"6811","Phosphatidate phosphatase (periplasmic, n-C16:1)"
"6812","Phosphatidate phosphatase (periplasmic, n-C18:0)"
"6813","Phosphatidate phosphatase (periplasmic, n-C18:1)"
"6814","phosphoadenylyl-sulfate reductase (glutaredoxin)"
"6815","pyridoxine 5'-phosphate oxidase (anaerboic"
"6816","Pyridoxine 5'-phosphate synthase"
"6817","phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)"
"6818","phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)"
"6819","phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)"
"6820","phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)"
"6821","phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)"
"6822","phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)"
"6823","phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)"
"6824","phosphoethanolamine transferase (c-C16:1)"
"6825","phosphoethanolamine transferase (c-C16:1)"
"6826","phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)"
"6827","phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)"
"6828","phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)"
"6829","phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)"
"6830","phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)"
"6831","phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)"
"6832","phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)"
"6833","phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)"
"6834","phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)"
"6835","phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)"
"6836","phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)"
"6837","phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)"
"6838","phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)"
"6839","phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)"
"6840","phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)"
"6841","phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)"
"6842","phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)"
"6843","phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)"
"6844","phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)"
"6845","phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)"
"6846","phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)"
"6847","Phosphatidylglycerol synthase (n-C12:0)"
"6848","Phosphatidylglycerol synthase (n-C14:0)"
"6849","Phosphatidylglycerol synthase (n-C14:1)"
"6850","Phosphatidylglycerol synthase (n-C16:0)"
"6851","Phosphatidylglycerol synthase (n-C16:1)"
"6852","Phosphatidylglycerol synthase (n-C18:0)"
"6853","Phosphatidylglycerol synthase (n-C18:1)"
"6854","heme-transporting ATPase"
"6855","protoheme transport irreversible out via diffusion (periplasm to extracellular)"
"6856","TRANS-RXN-56.cp"
"6857","Phytase (periplasm)"
"6858","TRANS-RXN-114.cp"
"6859","ABC-27-RXN.cp"
"6860","Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)"
"6861","Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)"
"6862","Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)"
"6863","Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)"
"6864","Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)"
"6865","Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)"
"6866","Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)"
"6867","Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)"
"6868","Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)"
"6869","Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)"
"6870","Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)"
"6871","Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)"
"6872","Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)"
"6873","Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)"
"6874","Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)"
"6875","Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)"
"6876","Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)"
"6877","Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)"
"6878","Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)"
"6879","Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)"
"6880","Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)"
"6881","Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)"
"6882","Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)"
"6883","Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)"
"6884","Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)"
"6885","Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)"
"6886","Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)"
"6887","Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)"
"6888","Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)"
"6889","Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)"
"6890","Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)"
"6891","Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)"
"6892","Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)"
"6893","Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)"
"6894","Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)"
"6895","Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)"
"6896","Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)"
"6897","Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)"
"6898","Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)"
"6899","Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)"
"6900","Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)"
"6901","Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)"
"6902","TRANS-RXN-117.cp"
"6903","pyruvic (cytochrome b1) dehydrogenase"
"6904","propanal transport via diffusion (extracellular to periplasm)"
"6905","propanal transport via channel (periplasm)"
"6906","Na+/Propionate symporter (periplasm)"
"6907","RXN0-268.c"
"6908","polyphosphate kinase"
"6909","(R)-4'-Phosphopantothenate:L-cysteine ligase"
"6910","protoporphyrinogen oxidase (aerobic)"
"6911","protoporphyrinogen oxidase (anaerobic)"
"6912","3-phenylpropionate transport via proton symport, reversible (periplasm)"
"6913","Phosphonate hydrogenase (periplasm)"
"6914","ABC-26-RXN.cp"
"6915","Proline dehydrogenase"
"6916","L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)"
"6917","TRANS-RXN-29.cp"
"6918","TRANS-RXN-118.cp"
"6919","psicoselysine transport via proton symport (periplasm)"
"6920","Phosphatidylserine decarboxylase (n-C12:0)"
"6921","Phosphatidylserine decarboxylase (n-C14:0)"
"6922","Phosphatidylserine decarboxylase (n-C14:1)"
"6923","Phosphatidylserine decarboxylase (n-C16:0)"
"6924","Phosphatidylserine decarboxylase (n-C16:1)"
"6925","Phosphatidylserine decarboxylase (n-C18:0)"
"6926","Phosphatidylserine decarboxylase (n-C18:1)"
"6927","Phosphatidylserine syntase (n-C12:0)"
"6928","Phosphatidylserine syntase (n-C14:0)"
"6929","Phosphatidylserine syntase (n-C14:1)"
"6930","Phosphatidylserine syntase (n-C16:0)"
"6931","Phosphatidylserine syntase (n-C16:1)"
"6932","Phosphatidylserine syntase (n-C18:0)"
"6933","Phosphatidylserine syntase (n-C18:1)"
"6934","phospho-L-threonine phosphatase (periplasmic)"
"6935","ABC-25-RXN.cp"
"6936","putrescine/ornithine antiporter (periplasm)"
"6937","TRANS-RXN-69.cp"
"6938","pyruvate reversible transport via proton symport (periplasm)"
"6939","quinol monooxygenase (Ubiquinol-8)"
